Match_no,Match_Between,Team_Innings,Batsman_Name,Batting_Position,Dismissal,Runs,Balls,4s,6s,Strike_Rate
11,Bangladesh vs New Zealand,New Zealand,Devon Conway,1,lbw b Shakib Al Hasan,45,59,3,0,76.271
11,Bangladesh vs New Zealand,New Zealand,Rachin Ravindra,2,c Mushfiqur Rahim b Mustafizur Rahman,9,13,2,0,69.231
11,Bangladesh vs New Zealand,New Zealand,Kane Williamson,3,Retired Hurt (Not Out),78,107,8,1,72.897
11,Bangladesh vs New Zealand,New Zealand,Daryl Mitchell,4,not out,89,67,6,4,132.836
11,Bangladesh vs New Zealand,New Zealand,Glenn Phillips,5,not out,16,11,1,1,145.455
12,Pakistan vs India,Pakistan,Abdullah Shafique,1,lbw b Mohammed Siraj,20,24,3,0,83.3
12,Pakistan vs India,Pakistan,Imam-ul-Haq,2,c KL Rahul b Hardik Pandya,36,38,6,0,94.7
12,Pakistan vs India,Pakistan,Babar Azam,3,b Mohammed Siraj,50,58,7,0,86.2
12,Pakistan vs India,Pakistan,Mohammad Rizwan,4,b Jasprit Bumrah,49,69,7,0,71
12,Pakistan vs India,Pakistan,Saud Shakeel,5,lbw b Kuldeep Yadav,6,10,0,0,60
12,Pakistan vs India,Pakistan,Iftikhar Ahmed,6,b Kuldeep Yadav,4,4,1,0,100
12,Pakistan vs India,Pakistan,Shadab Khan,7,b Jasprit Bumrah,2,5,0,0,40
12,Pakistan vs India,Pakistan,Mohammad Nawaz,8,c Jasprit Bumrah b Hardik Pandya,4,14,0,0,28.6
12,Pakistan vs India,Pakistan,Hasan Ali,9,c Shubman Gill b Ravindra Jadeja,12,19,2,0,63.2
12,Pakistan vs India,Pakistan,Shaheen Afridi,10,not out,2,10,0,0,20
12,Pakistan vs India,Pakistan,Haris Rauf,11,lbw b Ravindra Jadeja,2,6,0,0,33.3
12,Pakistan vs India,India,Rohit Sharma,1,c Iftikhar Ahmed b Shaheen Afridi,86,63,6,6,136.5
12,Pakistan vs India,India,Shubman Gill,2,c Shadab Khan b Shaheen Afridi,16,11,4,0,145.5
12,Pakistan vs India,India,Virat Kohli,3,c Mohammad Nawaz b Hasan Ali,16,18,3,0,88.9
12,Pakistan vs India,India,Shreyas Iyer,4,not out,53,62,3,2,85.5
12,Pakistan vs India,India,KL Rahul,5,not out,19,29,2,0,65.5
13,Afghanistan vs England,Afghanistan,Rahmanullah Gurbaz,1,run out (David Willey sub /Jos Buttler),80,57,8,4,140.351
13,Afghanistan vs England,Afghanistan,Ibrahim Zadran,2,c Joe Root b Adil Rashid,28,48,3,0,58.333
13,Afghanistan vs England,Afghanistan,Rahmat Shah,3,st Jos Buttler b Adil Rashid,3,8,0,0,37.5
13,Afghanistan vs England,Afghanistan,Hashmatullah Shahidi,4,b Joe Root,14,36,0,0,38.889
13,Afghanistan vs England,Afghanistan,Azmatullah Omarzai,5,c Chris Woakes b Liam Livingstone,19,24,1,1,79.167
13,Afghanistan vs England,Afghanistan,Ikram Alikhil,6,c Sam Curran b Reece Topley,58,66,3,2,87.879
13,Afghanistan vs England,Afghanistan,Mohammad Nabi,7,c Joe Root b Mark Wood,9,15,1,0,60
13,Afghanistan vs England,Afghanistan,Rashid Khan,8,c Joe Root b Adil Rashid,23,22,3,0,104.545
13,Afghanistan vs England,Afghanistan,Mujeeb Ur Rahman,9,c Joe Root b Mark Wood,28,16,3,1,175
13,Afghanistan vs England,Afghanistan,Naveen-ul-Haq,10,run out Jos Buttler,5,6,1,0,83.333
13,Afghanistan vs England,Afghanistan,Fazalhaq Farooqi,11,not out,2,4,0,0,50
13,Afghanistan vs England,England,Jonny Bairstow,1,lbw b Fazalhaq Farooqi,2,4,0,0,50
13,Afghanistan vs England,England,Dawid Malan,2,c Ibrahim Zadran b Mohammad Nabi,32,39,4,0,82.051
13,Afghanistan vs England,England,Joe Root,3,b Mujeeb Ur Rahman,11,17,2,0,64.706
13,Afghanistan vs England,England,Harry Brook,4,c Ikram Alikhil b Mujeeb Ur Rahman,66,61,7,1,108.197
13,Afghanistan vs England,England,Jos Buttler,5,b Naveen-ul-Haq,9,18,1,0,50
13,Afghanistan vs England,England,Liam Livingstone,6,lbw b Rashid Khan,10,14,1,0,71.429
13,Afghanistan vs England,England,Sam Curran,7,c Rahmat Shah b Mohammad Nabi,10,23,0,0,43.478
13,Afghanistan vs England,England,Chris Woakes,8,b Mujeeb Ur Rahman,9,26,1,0,34.615
13,Afghanistan vs England,England,Adil Rashid,9,c Mohammad Nabi b Rashid Khan,20,13,2,0,153.846
13,Afghanistan vs England,England,Mark Wood,10,b Rashid Khan,18,22,3,0,81.818
13,Afghanistan vs England,England,Reece Topley,11,not out,15,7,3,0,214.286
14,Sri Lanka vs Australia,Sri Lanka,Pathum Nissanka,1,c David Warner b Pat Cummins,61,67,8,0,91.045
14,Sri Lanka vs Australia,Sri Lanka,Kusal Janith Perera,2,b Pat Cummins,78,82,12,0,95.122
14,Sri Lanka vs Australia,Sri Lanka,Kusal Mendis,3,c David Warner b Adam Zampa,9,13,0,0,69.231
14,Sri Lanka vs Australia,Sri Lanka,Sadeera Samarawickrama,4,lbw b Adam Zampa,8,8,1,0,100
14,Sri Lanka vs Australia,Sri Lanka,Charith Asalanka,5,c Marnus Labuschagne b Glenn Maxwell,25,39,0,1,64.103
14,Sri Lanka vs Australia,Sri Lanka,Dhananjaya de Silva,6,b Mitchell Starc,7,13,1,0,53.846
14,Sri Lanka vs Australia,Sri Lanka,Dunith Wellalage,7,run out Pat Cummins,2,9,0,0,22.222
14,Sri Lanka vs Australia,Sri Lanka,Chamika Karunaratne,8,lbw b Adam Zampa,2,11,0,0,18.182
14,Sri Lanka vs Australia,Sri Lanka,Maheesh Theekshana,9,lbw b Adam Zampa,0,5,0,0,0
14,Sri Lanka vs Australia,Sri Lanka,Lahiru Kumara,10,b Mitchell Starc,4,8,1,0,50
14,Sri Lanka vs Australia,Sri Lanka,Dilshan Madushanka,11,not out,0,6,0,0,0
14,Sri Lanka vs Australia,Australia,Mitchell Marsh,1,run out (Chamika Karunaratne/Kusal Mendis),52,51,9,0,101.961
14,Sri Lanka vs Australia,Australia,David Warner,2,lbw b Dilshan Madushanka,11,6,0,1,183.333
14,Sri Lanka vs Australia,Australia,Steve Smith,3,lbw b Dilshan Madushanka,0,5,0,0,0
14,Sri Lanka vs Australia,Australia,Marnus Labuschagne,4,c Chamika Karunaratne b Dilshan Madushanka,40,60,2,0,66.667
14,Sri Lanka vs Australia,Australia,Josh Inglis,5,c Maheesh Theekshana b Dunith Wellalage,58,59,5,1,98.305
14,Sri Lanka vs Australia,Australia,Glenn Maxwell,6,not out,31,21,4,2,147.619
14,Sri Lanka vs Australia,Australia,Marcus Stoinis,7,not out,20,10,2,1,200
15,Netherlands vs South Africa,Netherlands,Vikramjit Singh,1,c Heinrich Klaasen b Kagiso Rabada,2,16,0,0,12.5
15,Netherlands vs South Africa,Netherlands,Max O'Dowd,2,c Quinton de Kock b Marco Jansen,18,25,4,0,72
15,Netherlands vs South Africa,Netherlands,Colin Ackermann,3,b Gerald Coetzee,12,25,1,0,48
15,Netherlands vs South Africa,Netherlands,Bas de Leede,4,lbw b Kagiso Rabada,2,7,0,0,28.571
15,Netherlands vs South Africa,Netherlands,Sybrand Engelbrecht,5,c Marco Jansen b Lungi Ngidi,19,37,1,1,51.351
15,Netherlands vs South Africa,Netherlands,Teja Nidamanuru,6,lbw b Marco Jansen,20,25,3,0,80
15,Netherlands vs South Africa,Netherlands,Scott Edwards,7,not out,78,69,10,1,113.043
15,Netherlands vs South Africa,Netherlands,Logan van Beek,8,st Quinton de Kock b Keshav Maharaj,10,27,1,0,37.037
15,Netherlands vs South Africa,Netherlands,Roelof van der Merwe,9,c Quinton de Kock b Lungi Ngidi,29,19,3,1,152.632
15,Netherlands vs South Africa,Netherlands,Aryan Dutt,10,not out,23,9,0,3,255.556
15,Netherlands vs South Africa,South Africa,Temba Bavuma,1,b Roelof van der Merwe,16,31,2,1,51.613
15,Netherlands vs South Africa,South Africa,Quinton de Kock,2,c Scott Edwards b Colin Ackermann,20,22,3,0,90.909
15,Netherlands vs South Africa,South Africa,Rassie van der Dussen,3,c Aryan Dutt b Roelof van der Merwe,4,7,0,0,57.143
15,Netherlands vs South Africa,South Africa,Aiden Markram,4,b Paul van Meekeren,1,3,0,0,33.333
15,Netherlands vs South Africa,South Africa,Heinrich Klaasen,5,c Vikramjit Singh b Logan van Beek,28,28,4,0,100
15,Netherlands vs South Africa,South Africa,David Miller,6,b Logan van Beek,43,52,4,1,82.692
15,Netherlands vs South Africa,South Africa,Marco Jansen,7,b Paul van Meekeren,9,25,0,0,36
15,Netherlands vs South Africa,South Africa,Gerald Coetzee,8,c Scott Edwards b Bas de Leede,22,23,2,1,95.652
15,Netherlands vs South Africa,South Africa,Keshav Maharaj,9,c Scott Edwards b Logan van Beek,40,37,5,1,108.108
15,Netherlands vs South Africa,South Africa,Kagiso Rabada,10,c Sybrand Engelbrecht b Bas de Leede,9,6,0,1,150
15,Netherlands vs South Africa,South Africa,Lungi Ngidi,11,not out,7,24,0,0,29.167
16,New Zealand vs Afghanistan,New Zealand,Devon Conway,1,lbw b Mujeeb Ur Rahman,20,18,3,0,111.111
16,New Zealand vs Afghanistan,New Zealand,Will Young,2,c Ikram Alikhil b Azmatullah Omarzai,54,64,4,3,84.375
16,New Zealand vs Afghanistan,New Zealand,Rachin Ravindra,3,b Azmatullah Omarzai,32,41,2,1,78.049
16,New Zealand vs Afghanistan,New Zealand,Daryl Mitchell,4,c Ibrahim Zadran b Rashid Khan,1,7,0,0,14.286
16,New Zealand vs Afghanistan,New Zealand,Tom Latham,5,b Naveen-ul-Haq,68,74,3,2,91.892
16,New Zealand vs Afghanistan,New Zealand,Glenn Phillips,6,c Rashid Khan b Naveen-ul-Haq,71,80,4,4,88.75
16,New Zealand vs Afghanistan,New Zealand,Mark Chapman,7,not out,25,12,2,1,208.333
16,New Zealand vs Afghanistan,New Zealand,Mitchell Santner,8,not out,7,5,1,0,140
16,New Zealand vs Afghanistan,Afghanistan,Rahmanullah Gurbaz,1,b Matt Henry,11,21,0,1,52.381
16,New Zealand vs Afghanistan,Afghanistan,Ibrahim Zadran,2,c Mitchell Santner b Trent Boult,14,15,2,0,93.333
16,New Zealand vs Afghanistan,Afghanistan,Rahmat Shah,3,c & b Rachin Ravindra,36,62,1,0,58.065
16,New Zealand vs Afghanistan,Afghanistan,Hashmatullah Shahidi,4,c Mitchell Santner b Lockie Ferguson,8,29,1,0,27.586
16,New Zealand vs Afghanistan,Afghanistan,Azmatullah Omarzai,5,c Tom Latham b Trent Boult,27,32,2,0,84.375
16,New Zealand vs Afghanistan,Afghanistan,Ikram Alikhil,6,not out,19,21,3,0,90.476
16,New Zealand vs Afghanistan,Afghanistan,Mohammad Nabi,7,b Mitchell Santner,7,9,1,0,77.778
16,New Zealand vs Afghanistan,Afghanistan,Rashid Khan,8,c Daryl Mitchell b Lockie Ferguson,8,13,0,1,61.538
16,New Zealand vs Afghanistan,Afghanistan,Mujeeb Ur Rahman,9,c Will Young b Lockie Ferguson,4,3,1,0,133.333
16,New Zealand vs Afghanistan,Afghanistan,Naveen-ul-Haq,10,c Mark Chapman b Mitchell Santner,0,1,0,0,0
16,New Zealand vs Afghanistan,Afghanistan,Fazalhaq Farooqi,11,c Daryl Mitchell b Mitchell Santner,0,2,0,0,0
17,Bangladesh vs India,Bangladesh,Tanzid Hasan,1,lbw b Kuldeep Yadav,51,43,5,3,118.605
17,Bangladesh vs India,Bangladesh,Litton Das,2,c Shubman Gill b Ravindra Jadeja,66,82,7,0,80.488
17,Bangladesh vs India,Bangladesh,Najmul Hossain Shanto,3,lbw b Ravindra Jadeja,8,17,0,0,47.059
17,Bangladesh vs India,Bangladesh,Mehidy Hasan Miraz,4,c KL Rahul b Mohammed Siraj,3,13,0,0,23.077
17,Bangladesh vs India,Bangladesh,Towhid Hridoy,5,c Shubman Gill b Shardul Thakur,16,35,0,0,45.714
17,Bangladesh vs India,Bangladesh,Mushfiqur Rahim,6,c Ravindra Jadeja b Jasprit Bumrah,38,46,1,1,82.609
17,Bangladesh vs India,Bangladesh,Mahmudullah,7,b Jasprit Bumrah,46,36,3,3,127.778
17,Bangladesh vs India,Bangladesh,Nasum Ahmed,8,c KL Rahul b Mohammed Siraj,14,18,2,0,77.778
17,Bangladesh vs India,Bangladesh,Mustafizur Rahman,9,not out,1,7,0,0,14.286
17,Bangladesh vs India,Bangladesh,Shoriful Islam,10,not out,7,3,0,1,233.333
17,Bangladesh vs India,India,Rohit Sharma,1,c Towhid Hridoy b Hasan Mahmud,48,40,7,2,120
17,Bangladesh vs India,India,Shubman Gill,2,c Mahmudullah b Mehidy Hasan Miraz,53,55,5,2,96.364
17,Bangladesh vs India,India,Virat Kohli,3,not out,103,97,6,4,106.186
17,Bangladesh vs India,India,Shreyas Iyer,4,c Mahmudullah b Mehidy Hasan Miraz,19,25,2,0,76
17,Bangladesh vs India,India,KL Rahul,5,not out,34,34,3,1,100
18,Australia vs Pakistan,Australia,David Warner,1,c Shadab Khan sub b Haris Rauf,163,124,14,9,131.452
18,Australia vs Pakistan,Australia,Mitchell Marsh,2,c Usama Mir b Shaheen Afridi,121,108,10,9,112.037
18,Australia vs Pakistan,Australia,Glenn Maxwell,3,c Babar Azam b Shaheen Afridi,0,1,0,0,0
18,Australia vs Pakistan,Australia,Steve Smith,4,c & b Usama Mir,7,9,0,0,77.778
18,Australia vs Pakistan,Australia,Marcus Stoinis,5,lbw b Shaheen Afridi,21,24,1,1,87.5
18,Australia vs Pakistan,Australia,Josh Inglis,6,c Mohammad Rizwan b Haris Rauf,13,9,3,0,144.444
18,Australia vs Pakistan,Australia,Marnus Labuschagne,7,c Shadab Khan sub b Haris Rauf,8,12,1,0,66.667
18,Australia vs Pakistan,Australia,Pat Cummins,8,run out,6,8,0,0,75
18,Australia vs Pakistan,Australia,Mitchell Starc,9,c Saud Shakeel b Shaheen Afridi,2,3,0,0,66.667
18,Australia vs Pakistan,Australia,Josh Hazlewood,10,c Mohammad Rizwan b Shaheen Afridi,0,1,0,0,0
18,Australia vs Pakistan,Australia,Adam Zampa,11,run out,1,1,0,0,100
18,Australia vs Pakistan,Pakistan,Abdullah Shafique,1,c Glenn Maxwell b Marcus Stoinis,64,61,7,2,104.918
18,Australia vs Pakistan,Pakistan,Imam-ul-Haq,2,c Mitchell Starc b Marcus Stoinis,70,71,10,0,98.592
18,Australia vs Pakistan,Pakistan,Babar Azam,3,c Pat Cummins b Adam Zampa,18,14,3,0,128.571
18,Australia vs Pakistan,Pakistan,Mohammad Rizwan,4,lbw b Adam Zampa,46,40,5,0,115
18,Australia vs Pakistan,Pakistan,Saud Shakeel,5,c Marcus Stoinis b Pat Cummins,30,31,5,0,96.774
18,Australia vs Pakistan,Pakistan,Iftikhar Ahmed,6,lbw b Adam Zampa,26,20,0,3,130
18,Australia vs Pakistan,Pakistan,Mohammad Nawaz,7,st Josh Inglis b Adam Zampa,14,16,0,1,87.5
18,Australia vs Pakistan,Pakistan,Usama Mir,8,c Mitchell Starc b Josh Hazlewood,0,3,0,0,0
18,Australia vs Pakistan,Pakistan,Shaheen Afridi,9,c Marnus Labuschagne b Pat Cummins,10,8,2,0,125
18,Australia vs Pakistan,Pakistan,Hasan Ali,10,c Josh Inglis b Mitchell Starc,8,8,2,0,100
18,Australia vs Pakistan,Pakistan,Haris Rauf,11,not out,0,1,0,0,0
19,Netherlands vs Sri Lanka,Netherlands,Vikramjit Singh,1,lbw b Kasun Rajitha,4,13,1,0,30.769
19,Netherlands vs Sri Lanka,Netherlands,Max O'Dowd,2,b Kasun Rajitha,16,27,1,1,59.259
19,Netherlands vs Sri Lanka,Netherlands,Colin Ackermann,3,c Kusal Mendis b Kasun Rajitha,29,31,5,0,93.548
19,Netherlands vs Sri Lanka,Netherlands,Bas de Leede,4,c Kusal Janith Perera b Dilshan Madushanka,6,21,0,0,28.571
19,Netherlands vs Sri Lanka,Netherlands,Teja Nidamanuru,5,lbw b Dilshan Madushanka,9,16,0,0,56.25
19,Netherlands vs Sri Lanka,Netherlands,Scott Edwards,6,b Maheesh Theekshana,16,16,0,0,100
19,Netherlands vs Sri Lanka,Netherlands,Sybrand Engelbrecht,7,b Dilshan Madushanka,70,82,4,1,85.366
19,Netherlands vs Sri Lanka,Netherlands,Logan van Beek,8,c Charith Asalanka b Kasun Rajitha,59,75,1,1,78.667
19,Netherlands vs Sri Lanka,Netherlands,Roelof van der Merwe,9,c Kusal Mendis b Dilshan Madushanka,7,7,0,0,100
19,Netherlands vs Sri Lanka,Netherlands,Aryan Dutt,10,not out,9,6,1,0,150
19,Netherlands vs Sri Lanka,Netherlands,Paul van Meekeren,11,run out (Kusal Mendis/Dilshan Madushanka),4,5,0,0,80
19,Netherlands vs Sri Lanka,Sri Lanka,Pathum Nissanka,1,c Scott Edwards b Paul van Meekeren,54,52,9,0,103.846
19,Netherlands vs Sri Lanka,Sri Lanka,Kusal Janith Perera,2,c Bas de Leede b Aryan Dutt,5,8,1,0,62.5
19,Netherlands vs Sri Lanka,Sri Lanka,Kusal Mendis,3,c Paul van Meekeren b Aryan Dutt,11,17,2,0,64.706
19,Netherlands vs Sri Lanka,Sri Lanka,Sadeera Samarawickrama,4,not out,91,107,7,0,85.047
19,Netherlands vs Sri Lanka,Sri Lanka,Charith Asalanka,5,b Aryan Dutt,44,66,2,1,66.667
19,Netherlands vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,6,b Colin Ackermann,30,37,1,2,81.081
19,Netherlands vs Sri Lanka,Sri Lanka,Dushan Hemantha,7,not out,4,3,1,0,133.333
20,South Africa vs England,South Africa,Quinton de Kock,1,c Jos Buttler b Reece Topley,4,2,1,0,200
20,South Africa vs England,South Africa,Reeza Hendricks,2,b Adil Rashid,85,75,9,3,113.333
20,South Africa vs England,South Africa,Rassie van der Dussen,3,c Jonny Bairstow b Adil Rashid,60,61,8,0,98.361
20,South Africa vs England,South Africa,Aiden Markram,4,c Jonny Bairstow b Reece Topley,42,44,4,0,95.455
20,South Africa vs England,South Africa,Heinrich Klaasen,5,b Gus Atkinson,109,67,12,4,162.687
20,South Africa vs England,South Africa,David Miller,6,c Ben Stokes b Reece Topley,5,6,1,0,83.333
20,South Africa vs England,South Africa,Marco Jansen,7,not out,75,42,3,6,178.571
20,South Africa vs England,South Africa,Gerald Coetzee,8,c Liam Livingstone sub b Gus Atkinson,3,3,0,0,100
20,South Africa vs England,South Africa,Keshav Maharaj,9,not out,1,1,0,0,100
20,South Africa vs England,England,Jonny Bairstow,1,c Rassie van der Dussen b Lungi Ngidi,10,12,1,1,83.3
20,South Africa vs England,England,Dawid Malan,2,c Quinton de Kock b Marco Jansen,6,11,1,0,54.5
20,South Africa vs England,England,Joe Root,3,c David Miller b Marco Jansen,2,6,0,0,33.3
20,South Africa vs England,England,Ben Stokes,4,c & b Kagiso Rabada,5,8,1,0,62.5
20,South Africa vs England,England,Harry Brook,5,lbw b Gerald Coetzee,17,25,2,1,68
20,South Africa vs England,England,Jos Buttler,6,c Quinton de Kock b Gerald Coetzee,15,7,2,1,214.3
20,South Africa vs England,England,David Willey,7,c Kagiso Rabada b Lungi Ngidi,12,12,1,1,100
20,South Africa vs England,England,Adil Rashid,8,c Reeza Hendricks b Gerald Coetzee,10,14,1,0,71.4
20,South Africa vs England,England,Gus Atkinson,9,b Keshav Maharaj,35,21,7,0,166.7
20,South Africa vs England,England,Mark Wood,10,not out,43,17,2,5,252.9
20,South Africa vs England,England,Reece Topley,11,Hurt Absent,0,0,0,0,---
21,New Zealand vs India,New Zealand,Devon Conway,1,c Shreyas Iyer b Mohammed Siraj,0,9,0,0,0
21,New Zealand vs India,New Zealand,Will Young,2,b Mohammed Shami,17,27,3,0,62.963
21,New Zealand vs India,New Zealand,Rachin Ravindra,3,c Shubman Gill b Mohammed Shami,75,87,6,1,86.207
21,New Zealand vs India,New Zealand,Daryl Mitchell,4,c Virat Kohli b Mohammed Shami,130,127,9,5,102.362
21,New Zealand vs India,New Zealand,Tom Latham,5,lbw b Kuldeep Yadav,5,7,1,0,71.429
21,New Zealand vs India,New Zealand,Glenn Phillips,6,c Rohit Sharma b Kuldeep Yadav,23,26,0,1,88.462
21,New Zealand vs India,New Zealand,Mark Chapman,7,c Virat Kohli b Jasprit Bumrah,6,8,0,0,75
21,New Zealand vs India,New Zealand,Mitchell Santner,8,b Mohammed Shami,1,2,0,0,50
21,New Zealand vs India,New Zealand,Matt Henry,9,b Mohammed Shami,0,1,0,0,0
21,New Zealand vs India,New Zealand,Lockie Ferguson,10,run out KL Rahul,1,5,0,0,20
21,New Zealand vs India,New Zealand,Trent Boult,11,run out,0,1,0,0,0
21,New Zealand vs India,India,Rohit Sharma,1,b Lockie Ferguson,46,40,4,4,115
21,New Zealand vs India,India,Shubman Gill,2,c Daryl Mitchell b Lockie Ferguson,26,31,5,0,83.9
21,New Zealand vs India,India,Virat Kohli,3,c Glenn Phillips b Matt Henry,95,104,8,2,91.3
21,New Zealand vs India,India,Shreyas Iyer,4,c Devon Conway b Trent Boult,33,29,6,0,113.8
21,New Zealand vs India,India,KL Rahul,5,lbw b Mitchell Santner,27,35,3,0,77.1
21,New Zealand vs India,India,Suryakumar Yadav,6,run out (Mitchell Santner/Trent Boult/Tom Latham),2,4,0,0,50
21,New Zealand vs India,India,Ravindra Jadeja,7,not out,39,44,3,1,88.6
21,New Zealand vs India,India,Mohammed Shami,8,not out,1,1,0,0,100
22,Pakistan vs Afghanistan,Pakistan,Abdullah Shafique,1,lbw b Noor Ahmad,58,75,5,2,77.333
22,Pakistan vs Afghanistan,Pakistan,Imam-ul-Haq,2,c Naveen-ul-Haq b Azmatullah Omarzai,17,22,2,0,77.273
22,Pakistan vs Afghanistan,Pakistan,Babar Azam,3,c Mohammad Nabi b Noor Ahmad,74,92,4,1,80.435
22,Pakistan vs Afghanistan,Pakistan,Mohammad Rizwan,4,c Mujeeb Ur Rahman b Noor Ahmad,8,10,0,1,80
22,Pakistan vs Afghanistan,Pakistan,Saud Shakeel,5,c Rashid Khan b Mohammad Nabi,25,34,3,0,73.529
22,Pakistan vs Afghanistan,Pakistan,Shadab Khan,6,c Mohammad Nabi b Naveen-ul-Haq,40,38,1,1,105.263
22,Pakistan vs Afghanistan,Pakistan,Iftikhar Ahmed,7,c Azmatullah Omarzai b Naveen-ul-Haq,40,27,2,4,148.148
22,Pakistan vs Afghanistan,Pakistan,Shaheen Afridi,8,not out,3,3,0,0,100
22,Pakistan vs Afghanistan,Afghanistan,Rahmanullah Gurbaz,1,c Usama Mir b Shaheen Afridi,65,53,9,1,122.642
22,Pakistan vs Afghanistan,Afghanistan,Ibrahim Zadran,2,c Mohammad Rizwan b Hasan Ali,87,113,10,0,76.991
22,Pakistan vs Afghanistan,Afghanistan,Rahmat Shah,3,not out,77,84,5,2,91.667
22,Pakistan vs Afghanistan,Afghanistan,Hashmatullah Shahidi,4,not out,48,45,4,0,106.667
23,South Africa vs Bangladesh,South Africa,Quinton de Kock,1,c Nasum Ahmed b Hasan Mahmud,174,140,15,7,124.286
23,South Africa vs Bangladesh,South Africa,Reeza Hendricks,2,b Shoriful Islam,12,19,1,0,63.158
23,South Africa vs Bangladesh,South Africa,Rassie van der Dussen,3,lbw b Mehidy Hasan Miraz,1,7,0,0,14.286
23,South Africa vs Bangladesh,South Africa,Aiden Markram,4,c Litton Das b Shakib Al Hasan,60,69,7,0,86.957
23,South Africa vs Bangladesh,South Africa,Heinrich Klaasen,5,c Mahmudullah b Hasan Mahmud,90,49,2,8,183.673
23,South Africa vs Bangladesh,South Africa,David Miller,6,not out,34,15,1,4,226.667
23,South Africa vs Bangladesh,South Africa,Marco Jansen,7,not out,1,1,0,0,100
23,South Africa vs Bangladesh,Bangladesh,Tanzid Hasan,1,c Heinrich Klaasen b Marco Jansen,12,17,1,0,70.588
23,South Africa vs Bangladesh,Bangladesh,Litton Das,2,lbw b Kagiso Rabada,22,44,3,1,50
23,South Africa vs Bangladesh,Bangladesh,Najmul Hossain Shanto,3,c Heinrich Klaasen b Marco Jansen,0,1,0,0,0
23,South Africa vs Bangladesh,Bangladesh,Shakib Al Hasan,4,c Heinrich Klaasen b Lizaad Williams,1,4,0,0,25
23,South Africa vs Bangladesh,Bangladesh,Mushfiqur Rahim,5,c Andile Phehlukwayo sub b Gerald Coetzee,8,17,1,0,47.059
23,South Africa vs Bangladesh,Bangladesh,Mahmudullah,6,c Marco Jansen b Gerald Coetzee,111,111,11,4,100
23,South Africa vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,7,c Andile Phehlukwayo sub b Keshav Maharaj,11,19,1,0,57.895
23,South Africa vs Bangladesh,Bangladesh,Nasum Ahmed,8,c & b Gerald Coetzee,19,19,3,0,100
23,South Africa vs Bangladesh,Bangladesh,Hasan Mahmud,9,c Gerald Coetzee b Kagiso Rabada,15,25,2,0,60
23,South Africa vs Bangladesh,Bangladesh,Mustafizur Rahman,10,c David Miller b Lizaad Williams,11,21,2,0,52.381
23,South Africa vs Bangladesh,Bangladesh,Shoriful Islam,11,not out,6,4,1,0,150
24,Australia vs Netherlands,Australia,Mitchell Marsh,1,c Colin Ackermann b Logan van Beek,9,15,2,0,60
24,Australia vs Netherlands,Australia,David Warner,2,c Aryan Dutt b Logan van Beek,104,93,11,3,111.828
24,Australia vs Netherlands,Australia,Steve Smith,3,c Roelof van der Merwe b Aryan Dutt,71,68,9,1,104.412
24,Australia vs Netherlands,Australia,Marnus Labuschagne,4,c Aryan Dutt b Bas de Leede,62,47,7,2,131.915
24,Australia vs Netherlands,Australia,Josh Inglis,5,c Sybrand Engelbrecht b Bas de Leede,14,12,1,1,116.667
24,Australia vs Netherlands,Australia,Glenn Maxwell,6,c Sybrand Engelbrecht b Logan van Beek,106,44,9,8,240.909
24,Australia vs Netherlands,Australia,Cameron Green,7,run out Sybrand Engelbrecht,8,11,1,0,72.727
24,Australia vs Netherlands,Australia,Pat Cummins,8,not out,12,9,2,0,133.333
24,Australia vs Netherlands,Australia,Mitchell Starc,9,c Colin Ackermann b Logan van Beek,0,1,0,0,0
24,Australia vs Netherlands,Australia,Adam Zampa,10,not out,1,1,0,0,100
24,Australia vs Netherlands,Netherlands,Vikramjit Singh,1,run out Glenn Maxwell,25,25,6,0,100
24,Australia vs Netherlands,Netherlands,Max O'Dowd,2,b Mitchell Starc,6,9,1,0,66.667
24,Australia vs Netherlands,Netherlands,Colin Ackermann,3,lbw b Josh Hazlewood,10,11,2,0,90.909
24,Australia vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c David Warner b Mitchell Marsh,11,21,1,0,52.381
24,Australia vs Netherlands,Netherlands,Bas de Leede,5,lbw b Pat Cummins,4,7,1,0,57.143
24,Australia vs Netherlands,Netherlands,Scott Edwards,6,not out,12,22,0,0,54.545
24,Australia vs Netherlands,Netherlands,Teja Nidamanuru,7,c Josh Inglis b Mitchell Marsh,14,18,2,0,77.778
24,Australia vs Netherlands,Netherlands,Logan van Beek,8,c Josh Inglis b Adam Zampa,0,3,0,0,0
24,Australia vs Netherlands,Netherlands,Roelof van der Merwe,9,lbw b Adam Zampa,0,1,0,0,0
24,Australia vs Netherlands,Netherlands,Aryan Dutt,10,lbw b Adam Zampa,1,8,0,0,12.5
24,Australia vs Netherlands,Netherlands,Paul van Meekeren,11,st Josh Inglis b Adam Zampa,0,1,0,0,0
25,England vs Sri Lanka,England,Jonny Bairstow,1,c Dhananjaya de Silva b Kasun Rajitha,30,31,3,0,96.774
25,England vs Sri Lanka,England,Dawid Malan,2,c Kusal Mendis b Angelo Mathews,28,25,6,0,112
